statecode,longitude,latitude
MO,0.0,0.0
AZ,-111.651702,35.198173
MS,0.0,0.0
MO,-91.526768,39.91679
WV,-80.117857,39.467325
MS,0.0,0.0
IN,-86.35365,39.947317
IA,-92.008092,41.687039
MO,-95.556926,40.40419
MO,-91.401876,38.058531
OH,0.0,0.0
MS,-88.773326,34.298882
KY,-86.074155,39.701586
IN,-87.310767,41.537222
PA,-78.257785,39.985625
NC,-78.14716,35.58198
WI,-89.471386,43.416884
ID,-111.297157,42.320196
AL,-87.422069,30.577401
KS,-96.787402,39.029561
NC,-78.576005,35.317763
IA,-91.16721,41.647151
LA,-92.593506,30.48053
MO,-93.926077,36.899664
MD,-75.863275,39.642081
KS,-99.888186,39.838768
WI,-89.067489,42.885653
MO,-90.387376,38.534953
NC,-82.753643,35.54315
KS,-94.812948,38.858474
LA,0.0,0.0
KS,-98.71563,37.64658
NJ,0.0,0.0
WA,0.0,0.0
WA,0.0,0.0
WA,0.0,0.0
KY,-88.128879,30.687738
VA,-79.37204,37.83825
OH,0.0,0.0
GA,-85.285899,33.737007
MN,-99.238396,28.452608
OH,-83.107241,41.398871
IA,-96.17432,42.7889
GA,0.0,0.0
PA,-76.436249,40.24116
UT,-111.834716,39.687072
AZ,-109.242077,32.27205
VA,-80.898755,36.919543
KS,0.0,0.0
AZ,-111.516564,32.725439
AZ,0.0,0.0
AZ,-114.070419,35.192515
IL,-87.996,40.753
IL,-87.996,40.753
KY,-86.844076,37.368317
KS,0.0,0.0
KY,-86.499788,37.415232
LA,-93.903275,32.446247
ID,0.0,0.0
KY,-119.263645,39.614255
FL,0.0,0.0
OR,-123.061418,44.365569
FL,-82.00916,26.89382
FL,-82.00916,26.89382
KY,0.0,0.0
MD,0.0,0.0
MO,-89.60073,36.518836
CO,-103.709343,39.270011
NC,-80.742334,36.508918
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
AR,-93.184242,33.999541
MO,-92.399477,38.970813
MO,-92.255157,37.131122
LA,-90.45639,30.48379
NE,-97.321384,41.437968
SC,-81.042783,34.009639
LA,-93.129748,30.239141
KY,-88.67524,37.080891
OH,-81.429345,40.878074
ND,-101.008703,46.860409
TX,-96.471741,32.20068
LA,0.0,0.0
WA,-120.493536,46.617408
IN,0.0,0.0
LA,0.0,0.0
KY,-85.069583,38.151566
TX,-98.113808,28.327124
MA,-105.478322,44.290838
TN,-85.479294,36.135014
NC,0.0,0.0
MN,-91.438551,43.923894
IL,-88.95258,38.313745
IL,-88.95258,38.313745
IL,-88.95258,38.313745
GA,-83.474366,33.551988
SD,-101.483678,43.853084
MI,-86.412839,42.090464
MI,-85.505418,43.742712
MI,-85.505418,43.742712
MI,-85.505418,43.742712
TX,-102.506573,36.05511
MD,-76.64536,39.28606
WI,-91.854064,44.907417
MI,-122.99016,45.51721
MI,0.0,0.0
MI,0.0,0.0
MI,0.0,0.0
MI,0.0,0.0
MI,0.0,0.0
GA,-83.218989,30.680712
MI,-84.222343,42.836073
MI,-84.222343,42.836073
MI,0.0,0.0
WI,0.0,0.0
MI,-86.604177,41.885173
MI,-86.604177,41.885173
PA,-107.084078,41.773439
NC,0.0,0.0
MN,-93.573293,43.665687
VA,-80.954212,36.944965
OR,-122.806166,45.237096
SC,-81.057302,32.313885
MI,-84.959549,42.271735
MI,-84.959549,42.271735
MI,-84.959549,42.271735
IL,-87.7549,41.4258
IL,-87.7549,41.4258
IL,-87.7549,41.4258
MN,-93.299793,44.320725
MN,0.0,0.0
MN,-96.28058,46.479316
MN,0.0,0.0
MN,-93.47059423103929,44.80035278946161
MN,-92.068568,43.952163
VA,-78.910354,38.40437
NJ,0.0,0.0
MO,0.0,0.0
WI,0.0,0.0
SD,-103.272947,44.113323
TX,0.0,0.0
IL,-89.538451,38.443948
TX,0.0,0.0
SD,0.0,0.0
FL,-83.571906,30.086855
LA,-92.03883,30.252253
VA,0.0,0.0
VA,-77.875781,37.358209
WY,0.0,0.0
AR,0.0,0.0
AR,0.0,0.0
NM,-104.522539,33.399331
MO,-93.553337,39.81677
TX,-94.647259,29.840758
IL,-89.018673,40.48417
IL,-89.018673,40.48417
IL,-89.018673,40.48417
IL,-89.018673,40.48417
IL,-89.018673,40.48417
MO,-94.501522,37.840337
NE,0.0,0.0
VA,0.0,0.0
MO,-91.01738,39.2327
CO,-104.980458,40.160151
KS,0.0,0.0
KS,0.0,0.0
OH,-84.58168,40.652961
MO,-91.381922,39.695373
FL,0.0,0.0
MO,0.0,0.0
MO,-91.9443,38.861
NE,-99.379818,40.690184
OH,0.0,0.0
NE,-102.949307,41.118558
OR,-117.322413,44.436025
AR,0.0,0.0
VA,-81.85774,36.75943
AL,-88.335714,30.497809
IA,0.0,0.0
IA,0.0,0.0
MO,-94.197273,39.019971
MO,-94.324942,37.83508
MI,-85.151679,42.869728
MI,-85.151679,42.869728
MI,-83.875603,42.30073
MI,-83.875603,42.30073
MI,-83.875603,42.30073
MI,-83.875603,42.30073
PA,0.0,0.0
LA,0.0,0.0
TN,-85.311275,35.029222
AL,-85.506042,33.646698
MO,-93.222597,37.069975
VA,0.0,0.0
PA,-79.97611,41.197317
WI,-89.539462,43.523029
MO,-90.405675,38.287014
WI,-88.198383,43.282174
NY,-73.825318,42.396075
NM,0.0,0.0
ND,0.0,0.0
TX,-106.586165,31.99662
MO,0.0,0.0
TX,0.0,0.0
OH,0.0,0.0
MO,-92.407214,37.770947
MO,-90.948821,38.816845
MO,0.0,0.0
LA,-91.83246,30.312519
OH,-119.263645,39.614255
MO,-94.803356,39.784244
TX,-97.176815,33.262422
WA,-121.654509,47.440193
WA,-121.654509,47.440193
WA,-121.654509,47.440193
IN,0.0,0.0
KY,-84.161957,38.015304
OH,0.0,0.0
NM,-107.900126,35.182666
MO,0.0,0.0
IA,0.0,0.0
VA,0.0,0.0
MO,-90.624715,38.77501
KY,-85.348099,38.210304
AR,-92.828178,34.393746
FL,0.0,0.0
MO,-91.430848,39.929936
OK,0.0,0.0
OK,-97.34382,36.93994
TN,-84.237011,35.87362
TX,0.0,0.0
FL,0.0,0.0
WY,-107.310958,41.777828
MN,0.0,0.0
AZ,-114.523475,33.602133
MS,-89.933079,34.309657
TX,0.0,0.0
IL,-88.509494,42.144757
IL,-88.509494,42.144757
IL,-88.509494,42.144757
IL,-88.509494,42.144757
IL,-88.509494,42.144757
NV,-116.945012,40.649645
TX,-101.972833,35.847745
IN,0.0,0.0
IN,0.0,0.0
MS,-89.106091,30.433688
IA,-94.202285,42.485669
KY,0.0,0.0
MS,-89.167852,31.693222
MS,-89.116041,31.698335
ND,-99.990745,48.804094
OK,-99.5944,35.3409
OR,-118.042583,45.297472
MS,-90.171296,32.274681
TX,-97.812438,28.114072
MO,-95.185857,39.981504
UT,-114.037577,40.737177
MT,-112.50926,45.98393
MI,-86.066425,42.738273
MT,-108.917219,45.633966
WY,0.0,0.0
MO,0.0,0.0
TX,-97.151381,33.661434
WA,0.0,0.0
TN,-82.834866,36.325686
MT,-110.599255,45.653362
MD,-77.784577,39.630952
MT,0.0,0.0
MT,-112.50926,45.98393
AZ,-111.822032,35.238602
MD,-76.627926,39.102317
NC,-80.884909,35.273805
NC,-79.354106,36.072103
GA,0.0,0.0
OR,-117.726797,44.707717
CO,0.0,0.0
FL,0.0,0.0
IN,0.0,0.0
MD,-75.798005,39.643808
IL,0.0,0.0
IL,0.0,0.0
TN,-86.829247,35.860043
NC,-80.515204,35.967578
SD,0.0,0.0
NE,-96.493278,41.472681
AL,-86.863388,34.115854
MA,-72.619512,42.444955
ND,0.0,0.0
ND,-96.839556,46.825495
ND,-97.032371,47.924141
CO,-104.976562,40.16212
MO,-93.97437,40.46529
MN,0.0,0.0
ND,0.0,0.0
LA,-91.436151,30.41661
AR,-92.129461,34.781034
NY,-73.538688,44.28175
NY,-73.538688,44.28175
SC,-80.647991,33.082285
PA,0.0,0.0
VA,-77.429937,37.530292
NE,0.0,0.0
TX,-106.586165,31.99662
NM,-107.758773,32.268531
MA,-71.715094,42.250166
NE,-99.737216,40.740852
WY,-105.346506,42.738391
NV,-119.736228,39.535512
NE,-97.4258,42.0921
AR,-92.683075,34.535696
WV,-80.567228,40.069567
PA,-77.009696,40.40554
WV,0.0,0.0
CO,-108.341178,39.118896
NE,-100.549965,42.867554
NE,-96.92343,41.991603
NH,-70.787976,43.068265
AL,-85.717111,32.463957
OR,-119.324927,45.918107
PA,-76.7181,40.3533
OR,-118.682919,45.643399
NJ,-74.157918,41.096038
WY,-110.977972,41.264331
WY,-105.550247,41.307562
WY,-109.85952,41.544415
NJ,-74.211703,40.644385
WI,-88.328338,43.781671
WI,-92.678732,44.966328
WI,-88.18462,43.251873
WI,0.0,0.0
WI,-88.312252,44.296362
WI,0.0,0.0
WI,-89.73107,43.009447
WV,-81.931135,38.457334
WA,-122.483081,48.231143
WA,-122.483081,48.231143
WA,0.0,0.0
WA,0.0,0.0
WA,0.0,0.0
WA,-122.891542,46.416691
WA,-117.168511,46.731152
WA,-117.168511,46.731152
WA,-117.168511,46.731152
WA,-117.168511,46.731152
WA,-117.168511,46.731152
VA,0.0,0.0
VA,-77.495777,37.767978
VA,-76.421455,36.783539
VA,-79.2347,37.9297
IA,-95.601917,41.451832
UT,-112.641821,38.288189
UT,-111.78713,40.713326
UT,0.0,0.0
TX,-101.7589,35.1914
TX,-104.502468,31.063496
NM,-108.168383,36.718996
TX,-100.865496,32.704819
TX,-100.4435,32.4508
TX,-101.84691304340959,33.613534988835454
TX,-101.490409,32.265885
TX,-105.357679,31.175059
TX,-97.93641071766615,29.87091945949942
TN,-86.64967,36.03981
TN,0.0,0.0
TN,-89.055832,35.595721
NM,-106.06005110777915,35.00802035909146
TN,-86.879183,35.016946
SD,-98.3949,45.4581
SD,0.0,0.0
SD,-103.149374,44.102922
SD,-96.712131,43.604028
SC,-80.242262,33.704494
PA,-75.142421,40.990603
PA,-76.724977,40.355147
PA,-114.955451,41.101073
PA,-76.362175,41.038232
PA,-102.949307,41.118558
PA,-76.339729,40.463352
PA,-79.100329,41.172535
PA,-78.233241,40.001635
NV,0.0,0.0
PA,-98.400625,40.911208
PA,-77.531272,41.01534
PA,-79.976505,41.199054
OR,-122.669926,45.597393
OR,-122.396408,45.54369
OK,-97.662919,35.45985
OK,-99.405477,35.41164
OH,-83.369862,39.959185
OH,-80.770574,41.122594
OH,-80.57049,41.179342
OH,-83.463323,41.525841
NY,-76.195532,42.083451
NY,-76.195532,42.083451
OH,-84.628454,39.839852
NY,0.0,0.0
NY,0.0,0.0
OH,-82.534146,39.939918
OH,-80.668396,41.877128
OH,-83.603833,39.61677
ND,-98.681668,46.893195
ND,-97.71271,46.92014
NC,0.0,0.0
NY,-76.975919,42.951474
NY,-76.975919,42.951474
NC,-80.517501,35.608991
NY,-73.428029,42.361043
NY,-73.428029,42.361043
NY,0.0,0.0
NY,0.0,0.0
NY,-74.362933,42.949094
NY,-76.381219,42.026096
NY,-76.381219,42.026096
NY,0.0,0.0
NY,0.0,0.0
NM,0.0,0.0
NM,-103.144546,34.394514
NM,-106.811343,32.29836
NM,0.0,0.0
NM,0.0,0.0
NM,-108.825976,35.506251
NM,-107.4188,32.2422
NM,-106.812713,35.058355
NJ,0.0,0.0
NJ,-75.090936,40.927923
NJ,-75.240754,39.819822
NJ,0.0,0.0
NV,-115.16095,36.160455
NV,-115.186567,36.101779
NE,-102.070721,41.051414
NE,-98.379613,40.816951
NE,0.0,0.0
NE,-101.711723,41.113634
NE,-102.949307,41.118558
NE,0.0,0.0
NY,-73.668843,43.251845
NY,-73.668843,43.251845
MT,0.0,0.0
NY,0.0,0.0
MT,-114.038973,46.906718
MT,-108.775057,45.668641
MO,-93.113324,37.272692
MO,-94.129773,39.017503
MO,-89.534038,36.75827
MO,-92.32165,38.96362
MO,-92.671242,37.649516
MS,-89.867917,33.967238
OH,-81.054319,40.06182
MS,-88.637829,32.38323
MN,0.0,0.0
MN,-93.356382,43.686517
MI,-84.977588,42.054101
MI,-84.977588,42.054101
MI,-84.977588,42.054101
OH,-82.759415,38.56631
MI,-83.239307,42.138081
MI,-83.239307,42.138081
MI,-83.239307,42.138081
MI,-83.239307,42.138081
MI,-83.239307,42.138081
MI,-86.599567,41.883944
MI,-86.599567,41.883944
MI,-85.189169,42.316637
MI,-85.189169,42.316637
MI,-85.189169,42.316637
MI,-85.189169,42.316637
MA,-71.302535,42.046868
MA,-70.988883,42.53521
ME,-68.785819,44.81645
ME,-70.709561,43.135821
LA,-89.750546,30.287436
LA,0.0,0.0
OH,-114.955526,41.100896
KY,-86.371632,37.003711
KY,-85.884764,37.521664
KY,0.0,0.0
KY,-86.554264,36.660014
KY,-84.644282,38.999479
KS,0.0,0.0
KS,0.0,0.0
OH,-81.46492,39.41822
OH,0.0,0.0
IA,0.0,0.0
IA,0.0,0.0
OH,0.0,0.0
IA,-96.373252,42.435264
IA,-96.459053,42.493783
IA,-90.778628,41.617874
OH,0.0,0.0
IA,0.0,0.0
IA,0.0,0.0
IN,-85.55256,40.27714
IN,-87.226285,40.940613
IN,-86.50729,41.371667
IN,-86.128308,40.778988
IN,0.0,0.0
IN,-87.178657,39.450669
IN,-86.479963,39.613614
IN,0.0,0.0
IN,0.0,0.0
IN,-85.326021,39.31887
IL,-88.568209,39.121233
IL,-88.568209,39.121233
IL,-88.568209,39.121233
IL,-88.568209,39.121233
IL,-88.422807,41.376918
IL,-88.957941,37.74072
IL,-88.965106,37.739907
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
IL,0.0,0.0
IL,-89.0345,40.4878
IL,-89.0345,40.4878
ID,-116.199579,43.566007
AL,-88.125449,30.691373
AL,-85.223766,32.809745
GA,-84.387623,33.61877
GA,-84.910941,34.377164
GA,-85.031331,32.986089
MI,-84.345979,46.499499
FL,-82.09515,28.874067
FL,-81.979251,30.302846
FL,0.0,0.0
CT,-72.907762,41.301078
CT,-73.078776,41.221934
CT,-71.799514,41.440116
CT,-71.799514,41.440116
CO,-104.571097,39.739499
CO,-105.06273,39.783433
CO,-103.622642,40.271092
OK,0.0,0.0
OK,0.0,0.0
AZ,-110.089676,34.974138
AZ,-110.089676,34.974138
AZ,-109.2214,32.2647
OK,0.0,0.0
AZ,-109.84612,32.26549
OK,-98.870911,35.518677
OK,0.0,0.0
AL,0.0,0.0
AL,0.0,0.0
AL,-87.479251,33.173226
AL,-87.479251,33.173226
OK,-99.869761,35.223968
AZ,-99.640744,35.265307
FL,0.0,0.0
FL,0.0,0.0
KY,-84.114639,37.147618
MO,-90.907334,38.440854
MO,-91.228021,38.840305
MT,-104.735907,47.107675
NE,-97.598766,40.829168
OH,-83.41785,41.342375
OH,-81.694981,40.7954
TX,-101.723205,35.194274
TX,-101.796938,34.528923
OK,-95.149265,35.48604
WY,-110.977972,41.264331
WY,0.0,0.0
GA,0.0,0.0
GA,-81.685773,30.897061
KY,-85.703086,38.060873
MN,0.0,0.0
NM,-103.045692,34.388278
NV,0.0,0.0
OH,-84.809723,39.835576
TN,-86.045371,35.45585
WI,0.0,0.0
WY,0.0,0.0
OK,-97.436685,35.594066
OK,-97.265749,34.738746
OK,-102.011289,35.187837
VA,-79.862651,36.601275
UT,-111.834993,39.716601
TX,-102.30203,31.864732
OK,0.0,0.0
OK,-95.148721,35.486391
NE,-98.587235,40.760258
PA,0.0,0.0
ME,-70.153931,44.635677
PA,0.0,0.0
PA,0.0,0.0
PA,-75.312191,41.343208
PA,-75.684273,41.786531
PA,-76.181792,40.019706
PA,-80.056407,39.73374
SC,-79.534212,34.339744
PA,0.0,0.0
OH,-84.63031,39.831644
OH,-82.537225,39.945568
OH,-83.646488,41.173042
NJ,0.0,0.0
PA,0.0,0.0
MO,-91.939955,38.940599
SC,-81.076692,33.930026
KS,-95.721438,38.489631
IN,-87.095591,41.612828
IN,-87.249244,41.58046
SC,-81.817345,35.047688
GA,-84.903464,33.721139
GA,-84.952688,33.720242
SC,-81.944256,33.531774
SC,-81.031871,34.743796
WV,-81.931135,38.457334
SC,-81.10361,34.023479
WI,0.0,0.0
WI,-89.887348,43.713917
SD,0.0,0.0
SD,-98.957273,43.737927
TX,-96.58955,33.345414
SC,-79.702003,34.266612
SD,0.0,0.0
TN,-99.640744,35.265307
OH,0.0,0.0
OH,0.0,0.0
NC,-80.134677,35.840673
SD,0.0,0.0
SD,0.0,0.0
NY,-76.118784,43.465664
NV,-118.056834,40.692359
NE,0.0,0.0
MO,-94.867504,39.727887
MS,0.0,0.0
TN,-84.046086,35.928064
MI,-83.740207,42.281418
MI,-83.740207,42.281418
MI,-83.740207,42.281418
MI,-83.740207,42.281418
TN,-83.808609,36.046976
ME,-68.691924,45.657867
TN,0.0,0.0
KS,-95.170214,37.921302
KS,-96.057675,39.058789
IA,0.0,0.0
IN,-114.236785,33.661632
IN,-114.236785,33.661632
IN,-85.774125,38.666847
IN,-119.263645,39.614255
IN,-119.263645,39.614255
FL,-80.633981,27.997853
AZ,-93.813986,30.114343
AL,0.0,0.0
VA,-77.467435,37.939009
TX,-96.182169,31.72678
NY,-77.720164,42.566447
NJ,-74.173785,41.075046
TN,-88.615521,35.180824
IA,-114.315417,34.723703
GA,0.0,0.0
KS,-96.19934,38.405367
GA,-81.192016,32.115509
TN,-101.58368406817317,35.22043698001653
TN,-86.771911,36.205447
VT,-73.265322,43.592354
UT,-110.688139,39.543078
IN,-86.603691,41.072701
VA,-81.140511,37.177681
VA,-77.500149,38.243501
MT,0.0,0.0
IL,0.0,0.0
IN,-85.412398,39.851196
IN,0.0,0.0
AL,0.0,0.0
AR,0.0,0.0
AR,-91.665575,34.535262
CA,0.0,0.0
GA,0.0,0.0
GA,0.0,0.0
GA,0.0,0.0
IA,-92.907966,42.05757
ID,-116.612878,43.611652
IL,0.0,0.0
IN,-84.93034,42.279862
IN,-85.773468,38.492033
IN,-85.773468,38.492033
KS,0.0,0.0
KS,-99.063777,39.444525
KY,-86.523765,36.717037
KY,-88.691173,37.097495
KY,-84.168028,36.7221
LA,-101.476428,32.266019
LA,0.0,0.0
MI,-85.672955,42.779637
MI,-85.672955,42.779637
MI,-84.590951,42.807818
MI,-84.590951,42.807818
MI,0.0,0.0
MI,-83.933684,43.565299
MO,-90.400637,38.254088
MS,0.0,0.0
MS,0.0,0.0
NC,-78.165112,35.566769
NC,-80.863883,35.637128
ND,-99.91936,47.74607
NE,-102.142824,41.033419
NE,-97.427497,42.007751
NE,-96.254728,41.091716
NH,0.0,0.0
NJ,-75.482888,39.68503
NM,-106.921699,32.269446
NM,-108.73557,32.353872
NV,-115.129016,36.218776
NV,0.0,0.0
NY,-77.42813,42.37449
NY,0.0,0.0
OH,-117.748055,40.960556
OH,-82.880993,41.509035
OH,-119.263645,39.614255
OK,-98.401648,34.71385
OK,-97.499256,35.183679
OR,-118.0689,45.3331
PA,-76.08006,41.027221
PA,-79.782769,42.232161
PA,-75.201087,41.362597
SC,-82.108116,34.915942
TN,-87.121201,36.073589
TX,0.0,0.0
TX,0.0,0.0
TX,-97.179456,33.263072
TX,-95.236687,33.163347
TX,0.0,0.0
TX,0.0,0.0
TX,0.0,0.0
WI,-90.8305,44.2937
WI,-88.85081,44.25972
WV,0.0,0.0
AB,-114.004072,51.009581
AB,-114.004072,51.009581
AB,-114.004072,51.009581
AB,-114.004072,51.009581
AB,-114.004072,51.009581
AB,-114.004072,51.009581
MI,-82.764961,42.98507
MI,-82.764961,42.98507
MI,-82.764961,42.98507
WA,-122.82721,45.984587
AL,-88.205442,30.559182
